week,date,ask,bid
Week 1,2/3/2012,20854.55714,21145.74286
Week 2,2/10/2012,20761.71429,21054.84286
Week 3,2/17/2012,20624.47143,21039.67143
Week 4,2/24/2012,20638.61429,20999.61429
Week 1,3/2/2012,20716.11429,20978.37143
Week 2,3/9/2012,20787.54286,20869.31429
Week 3,3/16/2012,20675.82857,20903.37143
Week 4,3/23/2012,20718.04286,20962.55714
Week 1,3/30/2012,20702.8,20962.52857
Week 2,4/6/2012,20777.87143,20881.52857
Week 3,4/13/2012,20745.82857,20992.55714
Week 4,4/20/2012,20764.68571,20904.68571
Week 1,4/27/2012,20760.78571,20934.68571
Week 2,5/4/2012,20705.38571,21034.41429
Week 3,5/11/2012,20730.02857,20968.94286
Week 4,5/18/2012,20643.18571,20981.91429
Week 1,5/25/2012,20677.82857,21135.88571
Week 2,6/1/2012,20600.94286,21029.78571
Week 3,6/8/2012,20737.32857,21176.32857
Week 4,6/15/2012,20730.78571,21118.65714
Week 1,6/22/2012,20710.05714,21142.71429
Week 2,6/29/2012,20671.47143,21031.6
Week 3,7/6/2012,20707.94286,21198.62857
Week 4,7/13/2012,20631.87143,21037.21429
Week 1,7/20/2012,20692.3,21096.28571
Week 2,7/27/2012,20736.14286,20979.2
Week 3,8/3/2012,20573.42857,21065.17143
Week 4,8/10/2012,20804.7,20890.12857
Week 1,8/17/2012,20831.42857,20841.42857
Week 2,8/24/2012,20611.91429,21131.81429
Week 3,8/31/2012,20565.21429,21154.35714
Week 4,9/7/2012,20482.2,21056.72857
Week 1,9/14/2012,20608.21429,21060.6
Week 2,9/21/2012,20651.77143,21088.37143
Week 3,9/28/2012,20689.7,21227.41429
Week 4,10/5/2012,20683.1,21062.32857
Week 1,10/12/2012,20637.97143,21080.85714
Week 2,10/19/2012,20644.22857,21095.45714
Week 3,10/26/2012,20620.55714,21026.37143
Week 4,11/2/2012,20682.65714,21066.62857
Week 1,11/9/2012,20619.8,21078.47143
Week 2,11/16/2012,20645.28571,21052
Week 3,11/23/2012,20588.5,21028.18571
Week 4,11/30/2012,20638.38571,21057.92857
Week 1,12/7/2012,20671.11429,21023.97143
Week 2,12/14/2012,20587.11429,20998.9
Week 3,12/21/2012,20745.41429,20983.41429
Week 4,12/28/2012,20633.12857,20999.45714
Week 1,1/4/2013,20680.08571,20982
Week 2,1/11/2013,20602.04286,20988.81429
Week 3,1/18/2013,20669.02857,21054.11429
Week 4,1/25/2013,20640.81429,20990.9
Week 1,2/1/2013,20639.12857,21023.9
Week 2,2/8/2013,20715.68571,21003.8
Week 3,2/15/2013,20673.88571,20995.27143
Week 4,2/22/2013,20725.82857,21073.75714
Week 1,3/1/2013,20722.74286,21133.51429
Week 2,3/8/2013,20784.52857,21120.62857
Week 3,3/15/2013,20744.04286,21143.47143
Week 4,3/22/2013,20763.77143,21115.35714
Week 1,3/29/2013,20750.47143,21119.57143
Week 2,4/5/2013,20687.34286,21112.62857
Week 3,4/12/2013,20656.61429,21054.2
Week 4,4/19/2013,20747.28571,21119.28571
Week 1,4/26/2013,20660,21075.41429
Week 2,5/3/2013,20810.77143,21065.91429
Week 3,5/10/2013,20762.85714,21133.42857
Week 4,5/17/2013,20757.12857,21147.87143
Week 1,5/24/2013,20738.88571,21238.62857
Week 2,5/31/2013,20774.07143,21184.07143
Week 3,6/7/2013,20779.6,21229.32857
Week 4,6/14/2013,20800.4,21184.4
Week 1,6/21/2013,20881.77143,21284.74286
Week 2,6/28/2013,21000.02857,21335.41429
Week 3,7/5/2013,21052.74286,21475.2
Week 4,7/12/2013,20980.3,21368.52857
Week 1,7/19/2013,21112.58571,21235.52857
Week 2,7/26/2013,21076.14286,21197.68571
Week 3,8/2/2013,21003.88571,21176.81429
Week 4,8/9/2013,21081.55714,21126.88571
Week 1,8/16/2013,21081.17143,21128.42857
Week 2,8/23/2013,21078.02857,21149.4
Week 3,8/30/2013,21062.95714,21181.31429
Week 4,9/6/2013,20981.6,21196.58571
Week 1,9/13/2013,21003.9,21207.51429
Week 2,9/20/2013,21049.62857,21172.5
Week 3,9/27/2013,21043.47143,21172.2
Week 4,10/4/2013,21042.12857,21210.25714
Week 1,10/11/2013,21033.41429,21190.61429
Week 2,10/18/2013,21020.88571,21209.28571
Week 3,10/25/2013,21041.97143,21162.91429
Week 4,11/1/2013,21015.54286,21218.21429
Week 1,11/8/2013,21055.2,21183.57143
Week 2,11/15/2013,20981.72857,21183.94286
Week 3,11/22/2013,21038.7,21150.8
Week 4,11/29/2013,21012.67143,21226.81429
Week 1,12/6/2013,20998.64286,21214.61429
Week 2,12/13/2013,20926.01429,21287.31429
Week 3,12/20/2013,20906.25714,21303.42857
Week 4,12/27/2013,20959.27143,21353.55714
Week 1,1/3/2014,20931.78571,21322.65714
Week 2,1/10/2014,20888.97143,21225.97143
Week 3,1/17/2014,20932.22857,21278.68571
Week 4,1/24/2014,20898.24286,21292.41429
Week 1,1/31/2014,20887.78571,21312.82857
Week 2,2/7/2014,20919.68571,21226.51429
Week 3,2/14/2014,20929.08571,21262.25714
Week 4,2/21/2014,20884.74286,21282.45714
Week 1,2/28/2014,20911.95714,21290.38571
Week 2,3/7/2014,20939.7,21256.91429
Week 3,3/14/2014,20888.11429,21277.97143
Week 4,3/21/2014,20903.35714,21275.82857
Week 1,3/28/2014,20899.84286,21284.47143
Week 2,4/4/2014,20924.68571,21249.57143
Week 3,4/11/2014,20936.45714,21248.97143
Week 4,4/18/2014,20930.77143,21320.62857
Week 1,4/25/2014,20996.81429,21212.52857
Week 2,5/2/2014,21005.68571,21137.67143
Week 3,5/9/2014,21000.12857,21217.3
Week 4,5/16/2014,20961.12857,21261.92857
Week 1,5/23/2014,20981.35714,21272.92857
Week 2,5/30/2014,21030.31429,21299.8
Week 3,6/6/2014,21019.9,21378.91429
Week 4,6/13/2014,21035.02857,21381.38571
Week 1,6/20/2014,21171.6,21447.85714
Week 2,6/27/2014,21162.57143,21506.62857
Week 3,7/4/2014,21075.11429,21510.6
Week 4,7/11/2014,21066.98571,21349.28571
Week 1,7/18/2014,21052.32857,21371.02857
Week 2,7/25/2014,21105.91429,21340.72857
Week 3,8/1/2014,21090.48571,21337.37143
Week 4,8/8/2014,20940.94286,21472.87143
Week 1,8/15/2014,20933.17143,21463.95714
Week 2,8/22/2014,20973.55714,21438.11429
Week 3,8/29/2014,20934.82857,21516.47143
Week 4,9/5/2014,20949.98571,21494.61429
Week 1,9/12/2014,20895.27143,21465.81429
Week 2,9/19/2014,20958.58571,21514.9
Week 3,9/26/2014,20972.25714,21547.04286
Week 4,10/3/2014,21019.25714,21604.54286
Week 1,10/10/2014,20950.91429,21527.55714
Week 2,10/17/2014,20944.38571,21508.51429
Week 3,10/24/2014,21018.11429,21497.52857
Week 4,10/31/2014,21090.6,21552.32857
Week 1,11/7/2014,20986.28571,21544.15714
Week 2,11/14/2014,21013.12857,21575.45714
Week 3,11/21/2014,21122.24286,21590.05714
Week 4,11/28/2014,21107.5,21671.17143
Week 1,12/5/2014,21051.4,21622.71429
Week 2,12/12/2014,21159.75714,21604.12857
Week 3,12/19/2014,21137.85714,21687.34286
Week 4,12/26/2014,21265.5,21504.21429
Week 1,1/2/2015,21200.58571,21663.61429
Week 2,1/9/2015,21078.04286,21616.78571
Week 3,1/16/2015,21049.72857,21663.35714
Week 4,1/23/2015,21039.11429,21661.02857
Week 1,1/30/2015,21039.52857,21675.75714
Week 2,2/6/2015,21075.85714,21593.41429
Week 3,2/13/2015,21047.2,21633.77143
Week 4,2/20/2015,21079.34286,21565.87143
Week 1,2/27/2015,21057.08571,21682.47143
Week 2,3/6/2015,21046.22857,21692.58571
Week 3,3/13/2015,21101.7,21746.81429
Week 4,3/20/2015,21231.21429,21680.65714
Week 1,3/27/2015,21210.71429,21874.34286
Week 2,4/3/2015,21369.65714,21745.68571
Week 3,4/10/2015,21364.2,21834.98571
Week 4,4/17/2015,21374.11429,21773.7
Week 1,4/24/2015,21566.42857,21612.14286
Week 2,5/1/2015,21589.28571,21647.85714
Week 3,5/8/2015,21660.1,21707.24286
Week 4,5/15/2015,21753.57143,21802.14286
Week 1,5/22/2015,21781.42857,21826.42857
Week 2,5/29/2015,21787.14286,21830.71429
Week 3,6/5/2015,21785.71429,21832.85714
Week 4,6/12/2015,21772.14286,21821.42857
Week 1,6/19/2015,21782.14286,21815
Week 2,6/26/2015,21789.85714,21835.57143
Week 3,7/3/2015,21694.54286,21916.78571
Week 4,7/10/2015,21583.12857,22030.84286
Week 1,7/17/2015,21538.85714,22102.38571
Week 2,7/24/2015,21534.15714,22086.72857
Week 3,7/31/2015,21511.88571,22169.72857
Week 4,8/7/2015,21481.62857,22147.2
Week 1,8/14/2015,21834.42857,22492
Week 2,8/21/2015,22133.97143,22772.18571
Week 3,8/28/2015,22184.18571,22825.9
Week 4,9/4/2015,22161.92857,22811.05714
Week 1,9/11/2015,22152.97143,22794.51429
Week 2,9/18/2015,22169.45714,22803.11429
Week 3,9/25/2015,22158.11429,22800.91429
Week 4,10/2/2015,22138.51429,22797.44286
Week 1,10/9/2015,22018.92857,22557.5
Week 2,10/16/2015,22036.27143,22567.08571
Week 3,10/23/2015,22163.01429,22605.88571
Week 4,10/30/2015,22104.11429,22596.52857
Week 1,11/6/2015,22147.71429,22607.62857
Week 2,11/13/2015,22232.85714,22627.98571
Week 3,11/20/2015,22143.84286,22822.88571
Week 4,11/27/2015,22196.17143,22790.35714
Week 1,12/4/2015,22070.87143,22682.87143
Week 2,12/11/2015,22140.27143,22673.01429
Week 3,12/18/2015,22177.94286,22714.3
Week 4,12/25/2015,22213.3,22710.65714
Week 1,1/1/2016,22221.14286,22706.95714
Week 2,1/8/2016,22074.64286,22740.5
Week 3,1/15/2016,22155.15714,22612.71429
Week 4,1/22/2016,22029.7,22679.17143
Week 1,1/29/2016,21980.1,22514.97143
Week 2,2/5/2016,21933.07143,22452.95714
Week 3,2/12/2016,22082.85714,22570.42857
Week 4,2/19/2016,22115.92857,22599.18571
Week 1,2/26/2016,22135.61429,22614.15714
Week 2,3/4/2016,21965.6,22586.55714
Week 3,3/11/2016,22018.44286,22515.42857
Week 4,3/18/2016,22031.72857,22607.05714
Week 1,3/25/2016,22136.92857,22493.64286
Week 2,4/1/2016,22104.55714,22566.58571
Week 3,4/8/2016,22108.88571,22601.48571
Week 4,4/15/2016,22141.48571,22545.55714
Week 1,4/22/2016,22182.6,22468.05714
Week 2,4/29/2016,22088.1,22508.91429
Week 3,5/6/2016,22144.88571,22551.6
Week 4,5/13/2016,22113,22566.7
Week 1,5/20/2016,22125.9,22535.32857
Week 2,5/27/2016,22194.9,22596.41429
Week 3,6/3/2016,22202.04286,22589.78571
Week 4,6/10/2016,22191.01429,22612.24286
Week 1,6/17/2016,22057.95714,22610.57143
Week 2,6/24/2016,22073.48571,22560.21429
Week 3,7/1/2016,22039.45714,22621
Week 4,7/8/2016,22107.21429,22577.15714
Week 1,7/15/2016,22080.11429,22695.8
Week 2,7/22/2016,22164.82857,22540.7
Week 3,7/29/2016,22165.27143,22398.71429
Week 4,8/5/2016,22074.85714,22592.32857
Week 1,8/12/2016,21903.35714,22597.07143
Week 2,8/19/2016,22220.18571,22448.81429
Week 3,8/26/2016,22078.82857,22693.37143
Week 4,9/2/2016,22022.95714,22612.62857
Week 1,9/9/2016,22097.4,22633.1
Week 2,9/16/2016,22112.88571,22662.2
Week 3,9/23/2016,22029.44286,22629.48571
Week 4,9/30/2016,22116.25714,22608.95714
Week 1,10/7/2016,22036.34286,22618.91429
Week 2,10/14/2016,22047.68571,22693.18571
Week 3,10/21/2016,21993.4,22704.18571
Week 4,10/28/2016,22076.71429,22555.51429
Week 1,11/4/2016,22082.37143,22647.27143
Week 2,11/11/2016,22113.48571,22709.48571
Week 3,11/18/2016,22239.34286,22881.74286
Week 4,11/25/2016,22325.84286,23045.3
Week 1,12/2/2016,22334.15714,22988.34286
Week 2,12/9/2016,22324.25714,22958.55714
Week 3,12/16/2016,22520.3,22983.5
Week 4,12/23/2016,22491.42857,23001.51429
Week 1,12/30/2016,22474.31429,23057.3
Week 2,1/6/2017,22309.9,22886.04286
Week 3,1/13/2017,22335.07143,22816.51429
Week 4,1/20/2017,22264.01429,22811.05714
Week 1,1/27/2017,22271.57143,22908.08571
Week 2,2/3/2017,22324.9,22861.67143
Week 3,2/10/2017,22408.5,22982.18571
Week 4,2/17/2017,22503.65714,23101.11429
Week 1,2/24/2017,22620.40721,23003.20377
